user_id,user_url,Analisis
PPanther,http://steamcommunity.com/id/PPanther,['211820;2014-6-7;True;2']
devvonst,http://steamcommunity.com/id/devvonst,"['440;2014-2-12;True;2', '218740;2014-2-9;True;1', '550;2015-10-31;True;2']"
Fr0stedLine,http://steamcommunity.com/id/Fr0stedLine,['220;2012-2-27;True;2']
starkillershadow553,http://steamcommunity.com/id/starkillershadow553,"['238090;2015-2-4;True;2', '242130;2012-8-23;True;0', '277430;2014-4-5;True;2']"
76561198058373434,http://steamcommunity.com/profiles/76561198058373434,['8870;2015-1-8;True;1']
76561198048353577,http://steamcommunity.com/profiles/76561198048353577,"['368230;2015-10-26;True;0', '4000;2012-5-16;True;2', '33930;2013-3-20;True;2']"
76561198066046412,http://steamcommunity.com/profiles/76561198066046412,"['359320;2015-12-28;False;0', '219640;2015-5-19;True;2']"
tru_mu_,http://steamcommunity.com/id/tru_mu_,['287980;2015-12-15;True;2']
76561198070565427,http://steamcommunity.com/profiles/76561198070565427,"['218620;2012-3-31;True;1', '208090;2015-8-21;True;1', '242700;2014-10-17;True;1', '570;2014-6-27;False;1', '224260;2014-4-28;True;1']"
SavageEeEe,http://steamcommunity.com/id/SavageEeEe,['221100;2015-11-12;True;2']
76561198076909484,http://steamcommunity.com/profiles/76561198076909484,['570;2014-6-18;True;0']
KanadeTheNeko,http://steamcommunity.com/id/KanadeTheNeko,"['331470;2014-11-20;True;2', '4000;2014-5-29;True;2']"
Leaf_Light_Moscow,http://steamcommunity.com/id/Leaf_Light_Moscow,['323370;2012-7-9;True;2']
GoAwayZach,http://steamcommunity.com/id/GoAwayZach,['304930;2014-12-29;True;2']
76561198054540475,http://steamcommunity.com/profiles/76561198054540475,"['12210;2015-2-13;True;2', '265210;2014-12-26;True;1', '48700;2014-2-4;True;2']"
76561198085547365,http://steamcommunity.com/profiles/76561198085547365,"['238460;2012-6-16;True;2', '34900;2012-6-16;True;2']"
76561198061252210,http://steamcommunity.com/profiles/76561198061252210,['730;2015-5-21;True;2']
OfficialShroomsy,http://steamcommunity.com/id/OfficialShroomsy,['113200;2013-12-6;True;0']
boydeer,http://steamcommunity.com/id/boydeer,"['440;2014-5-12;True;1', '383080;2015-8-24;False;1']"
VVillis,http://steamcommunity.com/id/VVillis,['213670;2015-1-6;True;1']
76561198083226897,http://steamcommunity.com/profiles/76561198083226897,['105600;2015-12-22;True;0']
76561198075277292,http://steamcommunity.com/profiles/76561198075277292,"['730;2015-6-23;True;1', '570;2015-9-11;True;2']"
76561198028895010,http://steamcommunity.com/profiles/76561198028895010,"['231180;2013-4-22;True;2', '620;2012-5-27;True;2']"
76561198170198366,http://steamcommunity.com/profiles/76561198170198366,['271290;2012-1-18;True;2']
diego9031,http://steamcommunity.com/id/diego9031,"['4000;2012-7-30;True;1', '317360;2012-7-28;True;1', '223710;2015-12-5;True;1', '299360;2015-10-4;True;1', '322330;2015-10-3;True;2', '1250;2015-8-13;True;1', '12100;2015-2-22;True;1', '204360;2015-1-14;True;2', '440;2013-12-14;True;0', '224260;2013-12-1;True;2']"
jarrodtrim,http://steamcommunity.com/id/jarrodtrim,['440;2012-2-11;True;2']
76561198078738103,http://steamcommunity.com/profiles/76561198078738103,['304930;2012-2-20;True;0']
76561198067936203,http://steamcommunity.com/profiles/76561198067936203,['440;2015-3-12;True;2']
76561198079770573,http://steamcommunity.com/profiles/76561198079770573,['1840;2015-10-14;True;1']
76561198087586464,http://steamcommunity.com/profiles/76561198087586464,['440;2013-10-27;True;2']
Derp-e,http://steamcommunity.com/id/Derp-e,['440;2015-11-27;True;2']
76561198070194565,http://steamcommunity.com/profiles/76561198070194565,"['233250;2014-10-9;True;1', '449140;2012-5-7;True;1', '368730;2012-5-7;True;1', '246280;2012-4-4;True;1', '427270;2012-3-30;True;2', '397100;2012-3-28;True;1', '248570;2015-11-9;True;1']"
Rivtex,http://steamcommunity.com/id/Rivtex,['298630;2015-12-23;True;1']
UTNerd24,http://steamcommunity.com/id/UTNerd24,"['244210;2014-5-6;True;0', '440;2015-12-2;True;0', '376920;2015-6-6;True;2', '257750;2015-9-29;True;1', '221910;2014-9-8;True;0', '2280;2013-12-15;True;2']"
sandwiches1,http://steamcommunity.com/id/sandwiches1,['417860;2015-11-23;False;1']
76561198138053270,http://steamcommunity.com/profiles/76561198138053270,['218620;2014-6-1;True;2']
lucaswerg,http://steamcommunity.com/id/lucaswerg,"['218620;2014-7-11;True;2', '222880;2014-11-14;True;1']"
Life-Of-Blu,http://steamcommunity.com/id/Life-Of-Blu,"['377160;2015-11-13;True;2', '211820;2013-12-15;True;2']"
CaptianAutismo,http://steamcommunity.com/id/CaptianAutismo,['252490;2015-12-17;True;2']
76561198075895633,http://steamcommunity.com/profiles/76561198075895633,['440;2014-10-26;True;2']
TheDropix101,http://steamcommunity.com/id/TheDropix101,['242920;2012-1-11;True;2']
kube134,http://steamcommunity.com/id/kube134,['251990;2014-6-28;True;2']
iamthekingofbrowntown,http://steamcommunity.com/id/iamthekingofbrowntown,"['344760;2015-9-12;False;0', '252950;2015-9-13;True;1', '236430;2012-4-20;True;1', '399730;2015-10-14;True;2']"
MainScout,http://steamcommunity.com/id/MainScout,['550;2012-2-26;True;2']
gdxsd,http://steamcommunity.com/id/gdxsd,[]
yookobz,http://steamcommunity.com/id/yookobz,"['377160;2015-11-19;True;2', '219150;2013-6-25;True;2']"
Posiblydead,http://steamcommunity.com/id/Posiblydead,"['277430;2014-4-11;True;2', '239820;2014-2-22;True;2', '17410;2012-9-24;True;2']"
Mossy_Gaming,http://steamcommunity.com/id/Mossy_Gaming,['440;2015-9-26;True;2']
76561198102421718,http://steamcommunity.com/profiles/76561198102421718,"['270550;2015-6-12;True;2', '274940;2015-8-3;True;2', '333930;2015-6-26;True;0']"
76561198087407319,http://steamcommunity.com/profiles/76561198087407319,['440;2014-1-15;True;0']
76561198056741844,http://steamcommunity.com/profiles/76561198056741844,['730;2014-10-14;True;1']
sad-commie,http://steamcommunity.com/id/sad-commie,"['294100;2012-8-31;True;0', '212070;2014-7-9;True;2', '264140;2014-3-13;True;2']"
76561198030567998,http://steamcommunity.com/profiles/76561198030567998,"['332800;2014-11-11;True;1', '319630;2015-7-21;True;2', '6020;2015-7-5;True;1', '55230;2015-3-12;True;2', '32430;2014-2-23;True;2']"
76561198010674657,http://steamcommunity.com/profiles/76561198010674657,"['377160;2012-3-27;False;2', '440;2012-1-15;True;0']"
Coldaniel,http://steamcommunity.com/id/Coldaniel,"['35450;2015-3-22;True;2', '440;2014-8-21;True;2', '236390;2015-3-13;True;2']"
therealmorty,http://steamcommunity.com/id/therealmorty,"['351570;2015-3-20;True;2', '212680;2015-3-7;True;0']"
Berserklejerker,http://steamcommunity.com/id/Berserklejerker,['391540;2015-10-10;True;1']
76561198061730629,http://steamcommunity.com/profiles/76561198061730629,['550;2014-7-6;True;2']
YoHuNz,http://steamcommunity.com/id/YoHuNz,"['440;2014-6-19;True;1', '570;2014-2-19;True;1']"
possessioniskey,http://steamcommunity.com/id/possessioniskey,"['72850;2015-4-11;True;2', '440;2015-12-24;True;0', '113400;2014-5-17;True;0']"
76561198093112529,http://steamcommunity.com/profiles/76561198093112529,['440;2014-8-9;True;1']
76561198060447950,http://steamcommunity.com/profiles/76561198060447950,['200510;2015-9-26;True;2']
whiteofwolfing,http://steamcommunity.com/id/whiteofwolfing,['730;2015-5-22;True;2']
sergarino,http://steamcommunity.com/id/sergarino,['383080;2015-8-22;True;1']
76561198081962345,http://steamcommunity.com/profiles/76561198081962345,"['200210;2012-5-26;True;2', '1250;2014-4-5;True;1']"
76561198094224872,http://steamcommunity.com/profiles/76561198094224872,[]
76561198073210139,http://steamcommunity.com/profiles/76561198073210139,['304050;2012-1-18;True;0']
Nozomikat,http://steamcommunity.com/id/Nozomikat,"['265610;2015-12-30;True;0', '264200;2014-8-1;True;1', '417860;2015-12-26;True;0', '333600;2015-4-14;True;2', '213670;2014-12-30;True;2', '91310;2013-12-4;True;2', '437220;2012-8-19;False;0', '210770;2013-12-4;True;0']"
xfluttersx,http://steamcommunity.com/id/xfluttersx,"['351640;2015-11-10;True;2', '202530;2012-9-14;False;2', '105600;2012-8-27;True;2', '440;2014-2-5;True;2', '47870;2013-1-27;True;2', '383080;2015-8-25;True;2', '410;2012-8-27;True;2']"
76561198056290589,http://steamcommunity.com/profiles/76561198056290589,['730;2014-12-16;True;2']
ii_voltage_ii,http://steamcommunity.com/id/ii_voltage_ii,"['253710;2014-6-29;False;0', '339280;2015-4-11;True;2', '271290;2014-3-8;True;2', '203290;2013-11-16;True;2']"
76561198097762318,http://steamcommunity.com/profiles/76561198097762318,"['440;2015-11-11;True;1', '233150;2014-12-26;True;0']"
Hirukaz,http://steamcommunity.com/id/Hirukaz,['550;2013-1-17;True;0']
StelerForYou,http://steamcommunity.com/id/StelerForYou,"['730;2015-7-17;True;2', '211820;2013-12-29;True;2']"
76561198183396245,http://steamcommunity.com/profiles/76561198183396245,['440;2015-5-6;True;2']
Xx-Woods,http://steamcommunity.com/id/Xx-Woods,"['346330;2012-7-20;False;1', '224260;2015-1-26;True;2', '317360;2014-11-16;True;2', '295550;2014-8-17;True;2', '250180;2014-7-21;True;1', '227940;2014-7-19;True;1', '17520;2014-2-8;True;2', '113420;2014-1-7;True;2']"
kevinator23,http://steamcommunity.com/id/kevinator23,"['320760;2015-7-6;True;0', '8850;2015-9-6;True;2', '233720;2014-4-24;True;0', '218620;2015-7-6;True;0', '730;2015-1-27;True;2', '219740;2015-1-25;True;2', '220240;2014-5-24;True;2', '440;2012-10-20;True;2']"
76561198090715178,http://steamcommunity.com/profiles/76561198090715178,"['4000;2014-3-28;True;2', '304930;2014-7-9;True;2']"
CatsWhale,http://steamcommunity.com/id/CatsWhale,"['333950;2015-2-23;True;0', '388520;2015-8-29;True;2', '107410;2014-11-23;True;0', '206210;2014-9-9;True;1']"
76561198073784601,http://steamcommunity.com/profiles/76561198073784601,"['221100;2015-3-26;True;2', '299740;2012-7-8;False;0']"
mimimomoma,http://steamcommunity.com/id/mimimomoma,['730;2015-11-23;True;0']
76561198102410011,http://steamcommunity.com/profiles/76561198102410011,['440;2015-9-14;True;1']
de_Butl3r,http://steamcommunity.com/id/de_Butl3r,['209870;2014-10-13;True;0']
76561198027947401,http://steamcommunity.com/profiles/76561198027947401,"['322170;2012-7-23;True;2', '304050;2012-2-20;True;2']"
Bluezap1,http://steamcommunity.com/id/Bluezap1,"['440;2015-12-27;True;2', '730;2015-5-13;True;2', '362890;2015-12-27;True;2', '413850;2015-12-21;True;1']"
76561198074200011,http://steamcommunity.com/profiles/76561198074200011,['730;2015-11-15;True;2']
jonasdbomb,http://steamcommunity.com/id/jonasdbomb,['346110;2012-9-9;True;2']
L1J1N,http://steamcommunity.com/id/L1J1N,['570;2014-6-13;True;2']
Lord_Exploit,http://steamcommunity.com/id/Lord_Exploit,"['311560;2015-3-13;True;2', '322170;2015-1-7;True;2']"
AVATAR715,http://steamcommunity.com/id/AVATAR715,"['48240;2014-1-2;False;0', '440;2015-11-18;True;2', '248570;2014-6-1;True;0', '264140;2014-3-18;True;0', '4000;2014-2-16;True;0', '266430;2015-2-25;True;2', '316010;2015-8-15;True;2', '249570;2014-12-25;True;0']"
YieuwMage,http://steamcommunity.com/id/YieuwMage,['730;2012-2-22;True;2']
76561198078752187,http://steamcommunity.com/profiles/76561198078752187,['240;2014-12-16;True;0']
A-Very-Sly-Person,http://steamcommunity.com/id/A-Very-Sly-Person,"['304930;2015-8-14;True;1', '440;2014-11-11;True;1']"
76561198211054671,http://steamcommunity.com/profiles/76561198211054671,"['730;2012-5-29;True;0', '333930;2012-7-3;True;0']"
76561197994493402,http://steamcommunity.com/profiles/76561197994493402,"['365590;2012-6-20;True;0', '264200;2015-3-1;True;2', '440;2014-11-27;True;2']"
Koolcaz12,http://steamcommunity.com/id/Koolcaz12,['298050;2012-5-17;False;2']
76561198065656175,http://steamcommunity.com/profiles/76561198065656175,['383080;2015-11-20;True;2']
76561198188979775,http://steamcommunity.com/profiles/76561198188979775,['440;2012-9-17;True;2']
97396295,http://steamcommunity.com/id/97396295,"['301520;2014-8-23;True;2', '243870;2014-6-17;True;2', '218230;2014-7-10;False;2', '291550;2012-8-26;False;0']"
76561198126640317,http://steamcommunity.com/profiles/76561198126640317,"['251570;2015-6-15;True;2', '221100;2015-2-14;True;2', '316010;2015-9-12;True;2', '218230;2015-9-12;True;2', '333930;2015-7-1;True;2', '222880;2015-7-1;True;0', '730;2015-6-15;True;2']"
DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,"['55230;2015-1-15;True;2', '232090;2015-4-29;True;2', '4000;2015-3-29;True;0', '206420;2014-11-23;True;2', '224260;2014-2-12;True;0', '550;2013-12-26;True;2']"
DieMadchenschanderin,http://steamcommunity.com/id/DieMadchenschanderin,"['346110;2015-8-29;True;2', '380770;2015-10-5;False;0', '454890;2012-6-29;True;2', '227680;2013-6-14;False;0']"
GGargula,http://steamcommunity.com/id/GGargula,"['570;2012-9-4;False;1', '233250;2015-11-23;True;1']"
Myther43,http://steamcommunity.com/id/Myther43,['273350;2012-7-16;True;2']
getf0kinn0sc0pedm9,http://steamcommunity.com/id/getf0kinn0sc0pedm9,"['730;2015-5-31;True;0', '440;2012-6-26;False;0']"
76561198141443390,http://steamcommunity.com/profiles/76561198141443390,['730;2015-5-3;True;2']
76561198097333029,http://steamcommunity.com/profiles/76561198097333029,['570;2012-6-14;True;0']
whodafuqisthisguilao,http://steamcommunity.com/id/whodafuqisthisguilao,['730;2015-8-6;True;2']
Magjiikal,http://steamcommunity.com/id/Magjiikal,"['370480;2015-10-5;True;2', '313740;2015-12-17;True;2']"
ohnospaghet,http://steamcommunity.com/id/ohnospaghet,"['1840;2014-12-17;True;2', '440;2014-9-30;True;2', '266210;2015-3-10;True;2', '369200;2012-1-16;True;0', '252490;2012-3-5;False;0', '264200;2015-3-10;True;2']"
76561198050347115,http://steamcommunity.com/profiles/76561198050347115,['292030;2012-3-19;True;2']
2768820078,http://steamcommunity.com/id/2768820078,"['287700;2015-9-1;True;1', '730;2012-4-19;False;1', '310950;2012-4-18;True;1', '377160;2015-11-18;True;1', '221380;2015-8-8;True;1', '333950;2015-7-15;True;1', '222420;2015-6-12;False;1', '271590;2015-5-19;True;1', '298110;2015-5-11;True;1', '222440;2015-5-2;True;1']"
76561198056392326,http://steamcommunity.com/profiles/76561198056392326,"['259530;2012-2-7;True;1', '219640;2012-1-30;False;1', '269210;2012-1-30;False;1']"
2d4nk4m3,http://steamcommunity.com/id/2d4nk4m3,"['317470;2014-8-20;False;0', '47410;2014-3-18;True;2']"
76561198078478151,http://steamcommunity.com/profiles/76561198078478151,['730;2012-4-10;True;1']
exiaez,http://steamcommunity.com/id/exiaez,['365450;2012-9-15;True;1']
76561198095921854,http://steamcommunity.com/profiles/76561198095921854,['245620;2015-5-1;True;2']
EizanAratoFujimaki,http://steamcommunity.com/id/EizanAratoFujimaki,"['70;2015-10-28;True;2', '359550;2012-4-15;False;1']"
TeCool,http://steamcommunity.com/id/TeCool,"['274980;2014-12-15;True;2', '202090;2014-12-6;True;2', '339280;2015-4-11;True;2', '314130;2015-1-31;False;0']"
2xDelorean,http://steamcommunity.com/id/2xDelorean,"['570;2015-9-13;True;1', '212680;2013-7-26;True;2', '200210;2013-5-18;True;2', '440;2011-10-30;True;2']"
washington_,http://steamcommunity.com/id/washington_,"['440;2012-8-19;False;0', '4000;2012-8-19;True;2', '211820;2012-8-19;True;1', '10180;2012-8-19;True;1', '252490;2012-8-19;True;1', '417860;2015-12-13;True;1']"
jewxxl,http://steamcommunity.com/id/jewxxl,['251970;2015-5-18;True;2']
76561198088944293,http://steamcommunity.com/profiles/76561198088944293,"['359550;2012-6-22;True;1', '107410;2012-7-14;True;2', '218230;2012-6-27;False;1', '437701;2012-3-8;False;1', '304930;2014-12-13;True;1']"
76561198092540221,http://steamcommunity.com/profiles/76561198092540221,"['400;2015-7-31;True;2', '620;2015-6-29;True;2', '238460;2015-6-29;True;2', '6060;2015-2-12;True;2', '440;2014-3-29;True;2']"
76561198051258119,http://steamcommunity.com/profiles/76561198051258119,['730;2015-2-4;True;2']
nubquake123,http://steamcommunity.com/id/nubquake123,['265610;2014-4-21;True;2']
Pyromanic,http://steamcommunity.com/id/Pyromanic,"['31280;2013-2-15;True;2', '4000;2013-2-15;True;2', '240;2013-2-15;True;2']"
76561198109656922,http://steamcommunity.com/profiles/76561198109656922,['440;2012-3-27;True;2']
CobRazor,http://steamcommunity.com/id/CobRazor,['252490;2015-8-1;True;0']
relesprit,http://steamcommunity.com/id/relesprit,['8930;2013-12-27;True;2']
WitchHunter4542,http://steamcommunity.com/id/WitchHunter4542,"['304930;2014-7-16;True;2', '237310;2015-1-13;True;0', '224260;2014-1-11;True;2']"
pwrt,http://steamcommunity.com/id/pwrt,"['230410;2015-9-3;True;2', '440;2014-1-20;True;2']"
wantmahbody,http://steamcommunity.com/id/wantmahbody,['440;2014-5-3;True;2']
76561198115868847,http://steamcommunity.com/profiles/76561198115868847,['219640;2012-5-1;False;0']
benedictcuminherbatch,http://steamcommunity.com/id/benedictcuminherbatch,['570;2014-8-2;True;2']
76561198031207016,http://steamcommunity.com/profiles/76561198031207016,['8930;2014-3-17;True;2']
76561198043458582,http://steamcommunity.com/profiles/76561198043458582,"['105600;2015-7-19;True;0', '221100;2015-5-26;True;2', '107410;2015-11-22;True;2', '231430;2014-10-18;True;1']"
smashiroshh,http://steamcommunity.com/id/smashiroshh,['218620;2014-12-30;True;2']
shark854,http://steamcommunity.com/id/shark854,['225540;2012-3-7;True;2']
killbunny38,http://steamcommunity.com/id/killbunny38,"['570;2015-1-22;True;2', '333930;2015-8-20;False;0']"
76561198047630659,http://steamcommunity.com/profiles/76561198047630659,['230410;2015-5-14;False;2']
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,"['271590;2015-4-13;True;1', '218620;2014-10-1;True;2', '219740;2013-12-28;True;2', '7940;2013-12-28;True;2', '234190;2014-11-30;True;0', '10180;2013-12-28;True;2', '33900;2013-12-28;True;2', '261030;2015-1-5;True;2', '243470;2014-12-23;True;0']"
sithjjf,http://steamcommunity.com/id/sithjjf,['302830;2015-9-1;False;0']
76561198060039459,http://steamcommunity.com/profiles/76561198060039459,['570;2014-10-4;False;1']
OzfurAtlas,http://steamcommunity.com/id/OzfurAtlas,"['218620;2012-1-10;False;1', '4700;2012-9-12;True;1', '212680;2013-12-8;True;0']"
76561198065593074,http://steamcommunity.com/profiles/76561198065593074,"['304930;2015-11-6;False;0', '730;2012-6-25;False;0', '304050;2015-9-23;True;2', '203750;2014-5-31;True;0']"
76561198044169764,http://steamcommunity.com/profiles/76561198044169764,"['227940;2015-6-24;False;1', '355180;2015-7-22;False;2', '730;2012-3-20;True;0', '4000;2015-6-3;True;1']"
euzi,http://steamcommunity.com/id/euzi,['236390;2014-7-26;True;2']
76561198074935997,http://steamcommunity.com/profiles/76561198074935997,"['221100;2012-5-15;False;0', '365590;2012-5-13;False;1', '299740;2012-7-10;True;2', '346110;2012-9-17;False;2', '275850;2012-8-16;False;0', '400800;2012-7-31;False;0', '252490;2012-6-29;False;2', '437220;2012-3-6;False;2']"
76561197961778802,http://steamcommunity.com/profiles/76561197961778802,['730;2014-4-23;True;2']
lucasrash,http://steamcommunity.com/id/lucasrash,['440;2012-9-8;True;1']
76561198016602703,http://steamcommunity.com/profiles/76561198016602703,"['301520;2012-9-2;False;0', '433340;2012-7-23;True;2']"
thisissohardtomakeoneup,http://steamcommunity.com/id/thisissohardtomakeoneup,['440;2014-4-12;True;1']
76561198087010391,http://steamcommunity.com/profiles/76561198087010391,['4000;2015-4-4;True;2']
66666669999999,http://steamcommunity.com/id/66666669999999,['302830;2015-1-5;False;1']
76561198061174192,http://steamcommunity.com/profiles/76561198061174192,"['220200;2014-9-14;True;2', '242760;2014-9-14;True;2']"
ReMiXOfficalSteam,http://steamcommunity.com/id/ReMiXOfficalSteam,['352460;2015-10-12;True;2']
Wilfire77,http://steamcommunity.com/id/Wilfire77,['322920;2015-3-22;True;2']
76561198084390807,http://steamcommunity.com/profiles/76561198084390807,"['234792;2015-12-1;True;1', '252490;2014-5-10;True;2']"
Mastic,http://steamcommunity.com/id/Mastic,"['304050;2015-8-1;False;0', '297130;2012-6-29;True;0', '397570;2012-3-25;True;2', '550;2014-12-30;True;2', '206420;2014-12-27;True;2', '278360;2012-7-7;False;0']"
76561198028286104,http://steamcommunity.com/profiles/76561198028286104,['10180;2013-12-26;True;2']
tarjla,http://steamcommunity.com/id/tarjla,"['242760;2012-8-26;True;2', '304930;2014-7-13;True;2', '441790;2012-8-26;True;2', '265750;2015-1-28;True;0', '252490;2014-5-8;True;2', '4000;2013-11-21;True;2', '211820;2013-12-7;True;0', '105600;2013-2-9;True;2', '251570;2012-8-26;True;2', '730;2014-1-9;True;2']"
deathnz1,http://steamcommunity.com/id/deathnz1,"['233110;2012-7-18;False;0', '322910;2012-7-16;False;2', '276340;2014-12-26;True;2']"
readingthis4noobs,http://steamcommunity.com/id/readingthis4noobs,['227940;2012-5-14;True;2']
76561198104393251,http://steamcommunity.com/profiles/76561198104393251,['304930;2015-3-13;True;1']
76561198075322986,http://steamcommunity.com/profiles/76561198075322986,['730;2012-3-30;True;1']
redsncrimson,http://steamcommunity.com/id/redsncrimson,"['448530;2012-6-18;True;2', '304410;2012-3-20;True;2', '620;2012-3-20;True;2', '274920;2014-12-23;True;2', '211820;2013-12-26;True;2', '219890;2012-3-20;True;2', '49520;2013-5-18;True;2', '223510;2013-1-9;True;0', '440;2012-11-30;True;2']"
76561198151910904,http://steamcommunity.com/profiles/76561198151910904,['252950;2012-4-22;True;2']
H1DD3NT3RR0R,http://steamcommunity.com/id/H1DD3NT3RR0R,"['240;2014-3-10;True;2', '105600;2014-2-27;True;0', '204300;2013-11-25;True;2', '730;2014-6-11;True;0', '440;2015-9-4;False;0', '570;2014-6-18;True;0']"
76561198071214618,http://steamcommunity.com/profiles/76561198071214618,['268750;2015-5-11;True;2']
76561198115115631,http://steamcommunity.com/profiles/76561198115115631,['570;2015-5-22;True;2']
76561198071175142,http://steamcommunity.com/profiles/76561198071175142,"['570;2015-8-10;True;2', '271590;2015-7-7;True;2']"
t8s,http://steamcommunity.com/id/t8s,"['360870;2015-5-13;True;0', '730;2015-5-2;True;2']"
pikawuu2,http://steamcommunity.com/id/pikawuu2,"['230410;2012-3-12;True;0', '12900;2013-9-15;True;2']"
Sammeh00,http://steamcommunity.com/id/Sammeh00,['301520;2014-11-4;True;2']
Michaelele,http://steamcommunity.com/id/Michaelele,"['6060;2014-8-7;True;0', '730;2014-6-30;True;2', '107410;2014-8-21;True;0', '304930;2014-7-16;True;2']"
76561198045754869,http://steamcommunity.com/profiles/76561198045754869,['335670;2015-8-7;True;0']
76561198076098774,http://steamcommunity.com/profiles/76561198076098774,['215080;2015-8-2;True;2']
76561198103253374,http://steamcommunity.com/profiles/76561198103253374,['570;2014-2-24;True;0']
76561198048417105,http://steamcommunity.com/profiles/76561198048417105,"['271590;2015-12-28;True;2', '730;2015-2-27;True;2', '244160;2012-8-13;True;2', '270880;2012-2-14;True;2']"
76561198090842891,http://steamcommunity.com/profiles/76561198090842891,['8190;2015-1-16;True;2']
76561198055767971,http://steamcommunity.com/profiles/76561198055767971,['247730;2015-6-10;False;0']
76561197998052647,http://steamcommunity.com/profiles/76561197998052647,['233630;2014-11-27;True;0']
adohya343,http://steamcommunity.com/id/adohya343,['303390;2012-2-24;False;1']
76561198145436942,http://steamcommunity.com/profiles/76561198145436942,['221100;2014-8-2;True;2']
jjas01,http://steamcommunity.com/id/jjas01,"['208812;2014-11-3;False;0', '218620;2015-10-17;False;2', '243120;2013-10-8;True;2', '234140;2015-12-28;True;2', '204450;2014-5-8;True;2', '225260;2014-2-18;True;2', '50300;2013-10-27;True;2', '201810;2014-6-4;True;2', '212630;2012-7-9;False;0', '427820;2012-3-2;False;2']"
3xotic26,http://steamcommunity.com/id/3xotic26,"['500;2014-2-26;True;2', '440;2014-2-26;True;2', '49520;2014-2-26;True;2', '550;2013-7-15;True;2']"
iamthetrashlord,http://steamcommunity.com/id/iamthetrashlord,"['206420;2015-6-16;True;1', '213670;2014-7-20;True;2']"
3dster,http://steamcommunity.com/id/3dster,['550;2015-8-24;True;2']
76561198079990063,http://steamcommunity.com/profiles/76561198079990063,['231040;2014-3-14;True;2']
Forty-Nine,http://steamcommunity.com/id/Forty-Nine,"['221100;2014-8-28;True;0', '376300;2012-1-11;False;2']"
76561198051017916,http://steamcommunity.com/profiles/76561198051017916,"['351040;2015-5-30;True;1', '250600;2014-5-26;True;1']"
L4M1NAS,http://steamcommunity.com/id/L4M1NAS,"['227940;2012-8-15;True;2', '437220;2012-3-25;True;2', '221100;2015-3-5;True;2']"
76561198096766604,http://steamcommunity.com/profiles/76561198096766604,['301520;2012-7-16;False;0']
76561197995322437,http://steamcommunity.com/profiles/76561197995322437,['264710;2015-7-23;True;2']
imsojipper,http://steamcommunity.com/id/imsojipper,['218620;2014-7-7;True;2']
